dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	CPA	input_centered_effect	32	17	6	722	0.22106202657109325
parse	common48	CPA	input_centered_effect	32	17	7	722	0.2263515678197705
parse	common48	CPA	input_centered_effect	32	29	0	722	0.21736942503179432
parse	common48	CPA	input_centered_effect	32	29	1	722	0.22864909050121318
parse	common48	CPA	input_centered_effect	32	29	2	722	0.21834926217696352
parse	common48	CPA	input_centered_effect	32	29	3	722	0.21787875389074016
parse	common48	CPA	input_centered_effect	32	29	4	722	0.22740237894538792
parse	common48	CPA	input_centered_effect	32	29	5	722	0.22640036736582816
parse	common48	CPA	input_centered_effect	32	29	6	722	0.22097038562873209
parse	common48	CPA	input_centered_effect	32	29	7	722	0.22618027782197378
parse	common48	CPA	input_centered_effect	32	43	0	722	0.21733088329148206
parse	common48	CPA	input_centered_effect	32	43	1	722	0.228646086352204
parse	common48	CPA	input_centered_effect	32	43	2	722	0.21831624553633366
parse	common48	CPA	input_centered_effect	32	43	3	722	0.2178581440313335
parse	common48	CPA	input_centered_effect	32	43	4	722	0.22735533445664308
parse	common48	CPA	input_centered_effect	32	43	5	722	0.22635405405416642
parse	common48	CPA	input_centered_effect	32	43	6	722	0.22099060326656236
parse	common48	CPA	input_centered_effect	32	43	7	722	0.22617342425446957
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	0	722	0.19444119076216093
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	1	722	0.20454680772398431
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	2	722	0.19536744032742112
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	3	722	0.19493126880174355
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	4	722	0.20339093548071588
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	5	722	0.20249872435187277
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	6	722	0.197695205684181
parse	common48	CPA	input_centered_effect	40	mean_of_squared_seed_displacements	7	722	0.20233847577954944
parse	common48	CPA	input_centered_effect	40	17	0	722	0.19458803636066632
parse	common48	CPA	input_centered_effect	40	17	1	722	0.20462741917141586
parse	common48	CPA	input_centered_effect	40	17	2	722	0.19548497079831462
parse	common48	CPA	input_centered_effect	40	17	3	722	0.1950321969164591
parse	common48	CPA	input_centered_effect	40	17	4	722	0.20351740239617366
parse	common48	CPA	input_centered_effect	40	17	5	722	0.2025396231910689
parse	common48	CPA	input_centered_effect	40	17	6	722	0.19774986316117368
parse	common48	CPA	input_centered_effect	40	17	7	722	0.20244224433686542
parse	common48	CPA	input_centered_effect	40	29	0	722	0.1943889852795116
parse	common48	CPA	input_centered_effect	40	29	1	722	0.20450472105789835
parse	common48	CPA	input_centered_effect	40	29	2	722	0.19531907521561398
parse	common48	CPA	input_centered_effect	40	29	3	722	0.19489351463526988
parse	common48	CPA	input_centered_effect	40	29	4	722	0.20334901678927872
parse	common48	CPA	input_centered_effect	40	29	5	722	0.2025020359667258
parse	common48	CPA	input_centered_effect	40	29	6	722	0.19766115279093815
parse	common48	CPA	input_centered_effect	40	29	7	722	0.20228782757740635
parse	common48	CPA	input_centered_effect	40	43	0	722	0.19434646511404025
parse	common48	CPA	input_centered_effect	40	43	1	722	0.204508259096044
parse	common48	CPA	input_centered_effect	40	43	2	722	0.19529822136712993
parse	common48	CPA	input_centered_effect	40	43	3	722	0.1948680548192133
parse	common48	CPA	input_centered_effect	40	43	4	722	0.20330632602039164
parse	common48	CPA	input_centered_effect	40	43	5	722	0.20245450491248052
parse	common48	CPA	input_centered_effect	40	43	6	722	0.19767458953701325
parse	common48	CPA	input_centered_effect	40	43	7	722	0.20228531549334078
parse	common48	CPA	input_centered_effect	48	mean_of_squared_seed_displacements	0	722	0.17750595179716647
