condition	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	crossing_allocation_count	n_allocations	strict_crossing_after_allocation_mean
BAK1+KLF1	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.0123089622713133	0.0102140062737257	-0.0020949559975874999	0	30	False
BAK1+KLF1	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.0123089622713133	0.010569122950514201	-0.001739839320799	0	30	False
BAK1+KLF1	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.0123089622713133	0.010391564612119999	-0.0019173976591932999	0	30	False
BAK1+KLF1	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.012253600759509301	0.012253600759509301	0	0	30	False
BAK1+KLF1	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.012253600759509301	0.012253600759509301	0	0	30	False
BAK1+KLF1	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.012253600759509301	0.01026031745896	-0.0019932833005493001	0	30	False
BAK1+KLF1	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.012253600759509301	0.0106038946155796	-0.0016497061439297001	0	30	False
BAK1+KLF1	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.012253600759509301	0.0104321060372698	-0.0018214947222395001	0	30	False
BAK1+TMSB4X	8	additive	compositional_ridge	primary_state_pair	S	0.0002437674737548	0.0002437674737548	0	0	30	False
BAK1+TMSB4X	8	additive	compositional_ridge	primary_state_pair	M	0.0002437674737548	0.0002437674737548	-8.6736173798840355e-19	0	30	False
BAK1+TMSB4X	8	additive	compositional_ridge	primary_state_pair	P	0.0002437674737548	0.0002437674737548	-2.0238440553062751e-18	0	30	False
BAK1+TMSB4X	8	additive	compositional_ridge	primary_state_pair	O	0.0002437674737548	0.0002437674737548	-2.0238440553062751e-18	0	30	False
BAK1+TMSB4X	8	additive	compositional_ridge	primary_state_pair	D	0.0002437674737548	0.0002437674737548	-2.0238440553062751e-18	0	30	False
BAK1+TMSB4X	16	additive	compositional_ridge	primary_state_pair	S	0.0002437674737548	0.0002437674737548	0	0	30	False
BAK1+TMSB4X	16	additive	compositional_ridge	primary_state_pair	M	0.0002437674737548	0.0002437674737548	-8.6736173798840355e-19	0	30	False
BAK1+TMSB4X	16	additive	compositional_ridge	primary_state_pair	P	0.0002437674737548	0.0002437674737548	-1.7347234759768072e-19	0	30	False
BAK1+TMSB4X	16	additive	compositional_ridge	primary_state_pair	O	0.0002437674737548	0.0002437674737548	-1.7347234759768072e-19	0	30	False
BAK1+TMSB4X	16	additive	compositional_ridge	primary_state_pair	D	0.0002437674737548	0.0002437674737548	-1.7347234759768072e-19	0	30	False
BAK1+TMSB4X	32	additive	compositional_ridge	primary_state_pair	S	0.0002437674737548	0.0002437674737548	0	0	30	False
